permit_no,well_id,year,sampling_date,pH,chloride,nitrate_n,cadmium,arsenic,cyanide,mercury,organic_p,diazinon,parathion,phenol,lead,chromium,TCE,PCE,TCA_111,judgment,exceeded,source,remark
Y199341015,D-148,2018,2018-10-15,7.6,9.5,3.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341015,D-148,2021,2021-10-06,7.6,10.7,5.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341015,D-148,2024,2024-10-02,7.8,8.9,4.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=4.1↔4.2, Δ=0.10)"
Y199341016,D-156,2018,2018-10-15,7.8,13.4,3.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341016,D-156,2021,2021-10-25,7.7,10.3,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341016,D-156,2024,2024-05-17,7.5,9.6,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=3.1↔3.1, Δ=0.00)"
Y199341018,D-161,2018,2018-10-15,7.5,18.1,10.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341018,D-161,2021,2021-10-25,7.5,17,11.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341018,D-161,2024,2024-05-16,7.4,15.4,8.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=8.6↔8.5, Δ=0.10)"
Y199341019,D-162,2018,2018-10-15,4,13.3,0.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341019,D-162,2021,2021-10-25,6.9,21.2,19.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341019,D-162,2024,2024-10-22,7.2,19.9,19.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=19.4↔18.8, Δ=0.60)"
Y199341020,D-174,2018,2018-10-15,7.4,25.5,19.1,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341020,D-174,2021,2021-10-25,7,19.1,15.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341020,D-174,2024,2024-10-22,7.2,17.6,13.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=13.8↔13.4, Δ=0.40)"
Y199341021,D-175,2018,2018-10-15,7.3,24.5,19.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341021,D-175,2021,2021-10-25,7.4,10.6,3.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341021,D-175,2024,2024-10-22,7.6,9.4,3.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=3.2↔3.3, Δ=0.10)"
Y199341022,D-172,2018,2018-10-15,7.4,20.9,14.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341022,D-172,2021,2021-10-25,7.4,17.8,12.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341022,D-172,2024,2024-10-22,7.4,16.3,9.8,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=9.8↔9.5, Δ=0.30)"
Y199341023,D-173,2018,2018-10-15,7.4,20.9,14.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341023,D-173,2021,2021-10-25,7.3,16.3,10.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341023,D-173,2024,2024-10-22,7.4,15.3,9.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=9.2↔9.2, Δ=0.00)"
Y199341024,D-183,2018,2018-10-15,7.1,16.2,11.9,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341024,D-183,2021,2021-10-26,7.3,20.7,15.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341024,D-183,2024,2024-10-23,7.5,17.3,13.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=13.1↔12.8, Δ=0.30)"
Y199341026,D-100,2018,2018-10-15,7.3,19.8,8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341026,D-100,2021,2021-11-08,7.3,13.8,5.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341026,D-100,2024,2024-05-24,7.3,11.6,5.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=5.4↔5.4, Δ=0.00)"
Y199341027,D-192,2018,2018-10-15,7,42.3,33.5,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341027,D-192,2021,2021-10-27,6.7,35.9,36.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341027,D-192,2024,2024-10-23,7.1,34.2,38.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=38.4↔38.8, Δ=0.40)"
Y199341028,D-193,2018,2018-10-15,6.8,29.7,24,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341028,D-193,2021,2021-11-12,6.8,17.9,15.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341028,D-193,2024,2024-11-07,6.6,24.6,34.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=34.9↔36.6, Δ=1.70)"
Y199341029,D-195,2018,2018-10-15,7.9,11.9,2.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341029,D-195,2021,2021-10-19,7.7,13.9,5.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341029,D-195,2024,2024-10-16,7.5,11.9,4.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=4.3↔4.5, Δ=0.20)"
Y199341030,D-196,2018,2018-10-15,7.1,26,17.7,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341030,D-196,2021,2021-10-27,7,25.7,22.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341030,D-196,2024,2024-05-17,7.1,22.6,18.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (상반기, NO3=18.0↔20.6, Δ=2.60)"
Y199341031,D-197,2018,2018-10-15,7.9,10.3,2.9,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341031,D-197,2019,2019-10-15,7.6,9.4,2.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341031,D-197,2021,2021-11-19,7.8,8.6,2.7,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341031,D-197,2024,2024-10-16,7.6,7.6,2.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.3↔2.3, Δ=0.00)"
Y199341032,D-198,2018,2018-10-15,7,15.4,5.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341032,D-198,2021,2021-11-12,6.9,17.1,9.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341032,D-198,2024,2024-11-11,7.0,15.1,9.6,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=9.6↔9.9, Δ=0.30)"
Y199341033,D-199,2018,2018-10-15,7.2,38.4,15.1,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341033,D-199,2021,2021-11-11,7.5,132.5,10,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341033,D-199,2024,2024-11-18,7.1,110.2,8.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=8.1↔8.2, Δ=0.10)"
Y199341034,D-206,2018,2018-10-15,8.5,8.3,0.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341034,D-206,2021,2021-10-25,7.9,10.5,3.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341034,D-206,2024,2024-10-22,7.8,9.4,2.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=2.9↔2.9, Δ=0.00)"
Y199341035,D-207,2018,2018-10-15,7.2,39.6,27,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341035,D-207,2021,2021-10-27,7.1,37,35.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,
Y199341035,D-207,2024,2024-11-04,7.1,25.6,21.5,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=21.5↔21.0, Δ=0.50)"
Y199341036,D-208,2018,2018-10-15,7.2,36.3,24.8,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341036,D-208,2019,2019-10-15,6.6,41.7,22,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합,질산성질소,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341036,D-208,2021,2021-11-19,7.3,32,19.3,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341036,D-208,2024,2024-11-18,7.0,24.3,20.2,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,부적합(질산성질소),,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=20.2↔19.5, Δ=0.70)"
Y199341037,D-209,2018,2018-10-15,7.7,17.8,6.4,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341037,D-209,2021,2021-10-27,8.4,11,0.9,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341037,D-209,2024,2024-11-04,7.1,20.4,20.0,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=20.0↔19.4, Δ=0.60)"
Y199341038,D-210,2018,2018-10-15,7.4,15.9,7.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341038,D-210,2021,2021-11-08,7.6,9.3,3.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341038,D-210,2024,2024-11-07,7.6,9.8,5.1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=5.1↔5.3, Δ=0.20)"
Y199341039,D-223,2018,2018-10-15,7.2,7.8,1.2,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341039,D-223,2021,2021-10-13,7.8,7.5,1,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,
Y199341039,D-223,2024,2024-10-04,7.6,6.9,1.4,불검출,불검출,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,적합,,사후관리DB,"NO3 매칭 채취일 추정 (하반기, NO3=1.4↔1.5, Δ=0.10)"
Y199341040,D-225,2018,2018-10-15,7,27.2,19.9,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
Y199341041,D-234,2018,2018-10-15,8,9.4,2.3,불검출,불검출,불검출,불검출,불검출,,,불검출,불검출,불검출,불검출,불검출,불검출,적합,없음,사후관리DB,"표준 추정일 (가을, 매칭 5항목 자료 없음)"
